graph_id,layer,hits,misses,pred_hits,pred_total,cpu_experts
8,29,27,3,9,10,1
8,30,27,3,8,10,1
8,31,27,3,8,10,1
8,32,27,3,7,10,1
8,33,30,0,9,10,0
8,34,30,0,9,10,0
8,35,24,6,8,10,2
8,36,27,3,8,10,1
8,37,27,3,8,10,1
8,38,27,3,9,10,1
8,39,30,0,8,10,0
8,40,30,0,9,10,0
8,41,30,0,10,10,0
8,42,30,0,9,10,0
8,43,27,3,7,10,1
8,44,30,0,8,10,0
8,45,27,3,9,10,1
8,46,30,0,9,10,0
8,47,24,6,7,10,2
8,-1,55010,1634,1108,0,0,6495,3708,44515
9,0,3,27,10,10,9
9,1,21,9,7,10,3
9,2,27,3,8,10,1
9,3,30,0,9,10,0
9,4,27,3,7,10,1
9,5,27,3,9,10,1
9,6,24,6,9,10,2
9,7,24,6,8,10,2
9,8,30,0,9,10,0
9,9,27,3,7,10,1
9,10,21,9,6,10,3
9,11,30,0,7,10,0
9,12,21,9,7,10,3
9,13,27,3,7,10,1
9,14,30,0,9,10,0
9,15,27,3,6,10,1
9,16,30,0,8,10,0
9,17,30,0,8,10,0
9,18,27,3,10,10,1
9,19,27,3,8,10,1
9,20,27,3,9,10,1
9,21,21,9,6,10,3
9,22,15,15,9,10,5
9,23,27,3,7,10,1
9,24,27,3,8,10,1
9,25,27,3,7,10,1
9,26,30,0,8,10,0
9,27,30,0,8,10,0
9,28,18,12,4,10,4
9,29,27,3,9,10,1
9,30,24,6,5,10,2
9,31,21,9,5,10,3
9,32,27,3,7,10,1
9,33,27,3,6,10,1
9,34,24,6,7,10,2
9,35,27,3,8,10,1
9,36,24,6,5,10,2
9,37,24,6,5,10,2
9,38,18,12,10,10,4
9,39,27,3,6,10,1
9,40,21,9,5,10,3
9,41,24,6,4,10,2
9,42,24,6,8,10,2
9,43,21,9,4,10,3
9,44,12,18,4,10,6
9,45,21,9,7,10,3
9,46,24,6,8,10,2
9,47,21,9,6,10,3
9,-1,72860,1690,1281,0,0,14056,4166,54271
10,0,18,12,9,10,4
10,1,27,3,9,10,1
10,2,24,6,6,10,2
10,3,24,6,6,10,2
10,4,24,6,3,10,2
10,5,18,12,3,10,4
10,6,15,15,1,10,5
10,7,21,9,4,10,3
10,8,24,6,7,10,2
10,9,21,9,2,10,3
10,10,27,3,4,10,1
10,11,21,9,5,10,3
10,12,24,6,5,10,2
10,13,24,6,6,10,2
10,14,18,12,2,10,4
10,15,3,27,0,10,9
10,16,6,24,2,10,8
10,17,12,18,0,10,6
10,18,24,6,6,10,2
10,19,24,6,5,10,2
10,20,18,12,3,10,4
10,21,18,12,3,10,4
10,22,27,3,5,10,1
10,23,9,21,2,10,7
10,24,24,6,5,10,2
10,25,21,9,3,10,3
10,26,30,0,8,10,0
10,27,30,0,7,10,0
10,28,27,3,4,10,1
10,29,27,3,6,10,1
10,30,27,3,8,10,1
10,31,12,18,4,10,6
10,32,15,15,4,10,5
10,33,21,9,2,10,3
10,34,24,6,5,10,2
10,35,18,12,3,10,4
10,36,15,15,0,10,5
10,37,12,18,1,10,6
10,38,12,18,4,10,6
10,39,21,9,4,10,3
10,40,18,12,1,10,4
10,41,27,3,3,10,1
10,42,30,0,2,10,0
10,43,15,15,1,10,5
10,44,15,15,1,10,5
10,45,12,18,2,10,6
10,46,12,18,1,10,6
10,47,24,6,5,10,2
10,-1,64471,1453,1192,0,0,21218,3725,39230
11,0,15,15,5,10,5
11,1,18,12,3,10,4
11,2,9,21,2,10,7
11,3,18,12,1,10,4
11,4,6,24,2,10,8
11,5,6,24,1,10,8
11,6,6,24,0,10,8
11,7,9,21,1,10,7
11,8,24,6,3,10,2
11,9,12,18,0,10,6
11,10,24,6,3,10,2
11,11,12,18,2,10,6
11,12,15,15,5,10,5
11,13,24,6,3,10,2
11,14,18,12,2,10,4
11,15,9,21,3,10,7
11,16,6,24,1,10,8
11,17,12,18,3,10,6
11,18,21,9,3,10,3
11,19,18,12,4,10,4
11,20,9,21,1,10,7
11,21,3,27,1,10,9
11,22,6,24,1,10,8
11,23,0,30,0,10,10
11,24,21,9,3,10,3
11,25,18,12,1,10,4
11,26,24,6,6,10,2
11,27,27,3,4,10,1
11,28,21,9,4,10,3
11,29,24,6,5,10,2
11,30,18,12,3,10,4
11,31,6,24,1,10,8
11,32,9,21,2,10,7
11,33,24,6,2,10,2
11,34,21,9,3,10,3
11,35,18,12,3,10,4
11,36,12,18,2,10,6
11,37,12,18,3,10,6
11,38,9,21,3,10,7
11,39,24,6,6,10,2
11,40,18,12,4,10,4
11,41,9,21,1,10,7
11,42,18,12,2,10,4
11,43,15,15,3,10,5
11,44,6,24,1,10,8
11,45,6,24,0,10,8
11,46,6,24,1,10,8
11,47,18,12,4,10,4
11,-1,85552,1580,1204,0,0,35569,4177,45493
12,0,9,21,2,10,7
12,1,9,21,2,10,7
12,2,18,12,1,10,4
12,3,15,15,4,10,5
12,4,21,9,4,10,3
12,5,9,21,3,10,7
12,6,3,27,4,10,9
12,7,9,21,2,10,7
12,8,27,3,8,10,1
12,9,18,12,5,10,4
12,10,24,6,8,10,2
12,11,27,3,6,10,1
12,12,24,6,6,10,2
12,13,30,0,4,10,0
12,14,18,12,7,10,4
12,15,24,6,5,10,2
12,16,21,9,6,10,3
12,17,24,6,6,10,2
12,18,15,15,4,10,5
12,19,24,6,5,10,2
12,20,12,18,3,10,6
12,21,9,21,3,10,7
12,22,12,18,7,10,6
12,23,15,15,4,10,5
12,24,21,9,5,10,3
12,25,18,12,3,10,4
12,26,30,0,6,10,0
12,27,24,6,6,10,2
12,28,21,9,6,10,3
12,29,30,0,7,10,0
12,30,21,9,5,10,3
12,31,18,12,4,10,4
12,32,24,6,7,10,2
12,33,30,0,4,10,0
12,34,15,15,3,10,5
12,35,12,18,1,10,6
12,36,15,15,3,10,5
12,37,12,18,1,10,6
12,38,9,21,2,10,7
12,39,15,15,4,10,5
12,40,18,12,5,10,4
12,41,18,12,4,10,4
12,42,15,15,4,10,5
12,43,15,15,2,10,5
12,44,9,21,0,10,7
12,45,9,21,2,10,7
12,46,15,15,3,10,5
12,47,15,15,1,10,5
12,-1,85889,1495,1177,0,0,29660,3801,52138
13,0,3,27,0,10,9
13,1,3,27,0,10,9
13,2,9,21,0,10,7
13,3,12,18,3,10,6
13,4,6,24,0,10,8
13,5,9,21,2,10,7
13,6,3,27,0,10,9
13,7,15,15,3,10,5
13,8,15,15,1,10,5
13,9,9,21,1,10,7
13,10,24,6,2,10,2
13,11,18,12,2,10,4
13,12,24,6,5,10,2
13,13,24,6,2,10,2
13,14,15,15,2,10,5
13,15,3,27,0,10,9
13,16,15,15,2,10,5
13,17,18,12,1,10,4
13,18,15,15,3,10,5
13,19,24,6,5,10,2
13,20,9,21,2,10,7
13,21,9,21,3,10,7
13,22,6,24,0,10,8
13,23,9,21,0,10,7
13,24,18,12,2,10,4
13,25,9,21,1,10,7
13,26,24,6,6,10,2
13,27,18,12,3,10,4
13,28,21,9,6,10,3
13,29,24,6,3,10,2
13,30,21,9,4,10,3
13,31,15,15,2,10,5
13,32,24,6,6,10,2
13,33,27,3,5,10,1
13,34,9,21,3,10,7
13,35,18,12,4,10,4
13,36,27,3,4,10,1
13,37,15,15,1,10,5
13,38,6,24,0,10,8
13,39,30,0,5,10,0
13,40,24,6,4,10,2
13,41,21,9,3,10,3
13,42,6,24,1,10,8
13,43,21,9,2,10,3
13,44,21,9,1,10,3
13,45,24,6,2,10,2
13,46,15,15,1,10,5
13,47,6,24,1,10,8
13,-1,79356,1343,1060,0,0,30713,3424,44875
14,0,15,15,0,10,5
14,1,18,12,0,10,4
14,2,18,12,2,10,4
14,3,30,0,5,10,0
14,4,30,0,4,10,0
14,5,24,6,2,10,2
14,6,27,3,2,10,1
14,7,21,9,4,10,3
14,8,24,6,6,10,2
14,9,24,6,4,10,2
14,10,24,6,3,10,2
14,11,30,0,7,10,0
14,12,27,3,6,10,1
14,13,27,3,7,10,1
14,14,30,0,7,10,0
14,15,30,0,7,10,0
14,16,30,0,10,10,0
14,17,24,6,4,10,2
14,18,12,18,0,10,6
14,19,18,12,5,10,4
14,20,21,9,1,10,3
14,21,9,21,0,10,7
14,22,15,15,0,10,5
14,23,30,0,5,10,0
14,24,18,12,5,10,4
14,25,24,6,5,10,2
14,26,24,6,4,10,2
14,27,24,6,3,10,2
14,28,21,9,3,10,3
14,29,24,6,6,10,2
14,30,27,3,2,10,1
14,31,30,0,6,10,0
14,32,30,0,8,10,0
14,33,21,9,4,10,3
14,34,15,15,0,10,5
14,35,15,15,3,10,5
14,36,12,18,2,10,6
14,37,9,21,0,10,7
14,38,18,12,0,10,4
14,39,30,0,5,10,0
14,40,27,3,4,10,1
14,41,27,3,5,10,1
14,42,15,15,0,10,5
14,43,27,3,4,10,1
14,44,21,9,2,10,3
14,45,27,3,1,10,1
14,46,21,9,1,10,3
14,47,15,15,0,10,5
14,-1,63692,1393,966,0,0,21888,3461,38065
15,0,18,12,2,10,4
15,1,21,9,4,10,3
15,2,21,9,3,10,3
15,3,12,18,4,10,6
15,4,15,15,3,10,5
15,5,15,15,5,10,5
15,6,21,9,3,10,3
15,7,15,15,2,10,5
15,8,18,12,4,10,4
15,9,21,9,5,10,3
15,10,21,9,7,10,3
15,11,27,3,8,10,1
15,12,18,12,5,10,4
15,13,24,6,8,10,2
15,14,24,6,6,10,2
15,15,30,0,9,10,0
15,16,30,0,10,10,0
15,17,27,3,6,10,1
15,18,15,15,7,10,5
15,19,24,6,7,10,2
15,20,12,18,4,10,6
15,21,12,18,4,10,6
15,22,18,12,0,10,4
15,23,24,6,7,10,2
15,24,21,9,7,10,3
15,25,30,0,10,10,0
15,26,27,3,7,10,1
15,27,24,6,7,10,2
15,28,18,12,4,10,4
15,29,27,3,7,10,1
15,30,30,0,5,10,0
15,31,30,0,7,10,0
15,32,30,0,5,10,0
15,33,24,6,5,10,2
15,34,18,12,6,10,4
15,35,15,15,5,10,5
15,36,12,18,3,10,6
15,37,12,18,2,10,6
15,38,15,15,6,10,5
15,39,24,6,7,10,2
15,40,24,6,7,10,2
15,41,15,15,4,10,5
15,42,24,6,7,10,2
15,43,24,6,7,10,2
15,44,21,9,5,10,3
15,45,27,3,7,10,1
15,46,18,12,4,10,4
15,47,27,3,6,10,1
15,-1,69391,1508,1131,0,0,25242,3883,39973
16,0,12,18,1,10,6
16,1,21,9,6,10,3
16,2,18,12,4,10,4
16,3,18,12,3,10,4
16,4,12,18,1,10,6
16,5,18,12,7,10,4
16,6,18,12,5,10,4
16,7,21,9,4,10,3
16,8,15,15,4,10,5
16,9,21,9,6,10,3
16,10,15,15,5,10,5
16,11,21,9,6,10,3
16,12,18,12,6,10,4
16,13,3,27,0,10,9
16,14,6,24,2,10,8
16,15,30,0,9,10,0
16,16,30,0,7,10,0
16,17,12,18,3,10,6
16,18,18,12,6,10,4
16,19,18,12,6,10,4
16,20,15,15,4,10,5
16,21,21,9,7,10,3
16,22,18,12,6,10,4
16,23,27,3,9,10,1
16,24,18,12,6,10,4
16,25,24,6,8,10,2
16,26,18,12,6,10,4
16,27,21,9,5,10,3
16,28,12,18,5,10,6
16,29,15,15,5,10,5
16,30,21,9,7,10,3
16,31,30,0,8,10,0
16,32,18,12,5,10,4
16,33,12,18,2,10,6
16,34,12,18,3,10,6
16,35,9,21,3,10,7
16,36,24,6,6,10,2
16,37,15,15,5,10,5
16,38,21,9,7,10,3
16,39,27,3,8,10,1
16,40,30,0,8,10,0
16,41,18,12,5,10,4
16,42,27,3,9,10,1
16,43,27,3,8,10,1
16,44,27,3,7,10,1
16,45,27,3,9,10,1
16,46,24,6,8,10,2
16,47,30,0,10,10,0
16,-1,93327,1327,1019,0,0,25468,3655,63917
17,0,24,6,7,10,2
17,1,27,3,8,10,1
17,2,15,15,3,10,5
17,3,24,6,6,10,2
17,4,18,12,4,10,4
17,5,18,12,3,10,4
17,6,18,12,4,10,4
17,7,24,6,7,10,2
17,8,18,12,6,10,4
17,9,18,12,3,10,4
17,10,15,15,3,10,5
17,11,24,6,6,10,2
17,12,21,9,5,10,3
17,13,18,12,4,10,4
17,14,27,3,6,10,1
17,15,15,15,3,10,5
17,16,21,9,4,10,3
17,17,12,18,2,10,6
17,18,18,12,4,10,4
17,19,21,9,5,10,3
17,20,15,15,3,10,5
17,21,21,9,6,10,3
17,22,27,3,5,10,1
17,23,24,6,6,10,2
17,24,27,3,7,10,1
17,25,24,6,6,10,2
17,26,27,3,8,10,1
17,27,27,3,5,10,1
17,28,24,6,5,10,2
17,29,24,6,6,10,2
17,30,27,3,4,10,1
17,31,21,9,6,10,3
17,32,21,9,2,10,3
17,33,24,6,3,10,2
17,34,21,9,4,10,3
17,35,24,6,7,10,2
17,36,27,3,7,10,1
17,37,27,3,7,10,1
17,38,24,6,5,10,2
17,39,30,0,9,10,0
17,40,24,6,6,10,2
17,41,27,3,8,10,1
17,42,27,3,8,10,1
17,43,27,3,8,10,1
17,44,27,3,8,10,1
17,45,24,6,8,10,2
17,46,27,3,9,10,1
17,47,30,0,9,10,0
17,-1,61658,1404,1089,0,0,17292,3701,40369
18,0,9,21,6,10,7
18,1,21,9,2,10,3
18,2,21,9,7,10,3
18,3,21,9,7,10,3
18,4,24,6,9,10,2
18,5,21,9,9,10,3
18,6,21,9,8,10,3
18,7,21,9,4,10,3
18,8,21,9,7,10,3
18,9,30,0,9,10,0
18,10,21,9,5,10,3
18,11,18,12,5,10,4
18,12,27,3,9,10,1
18,13,12,18,3,10,6
18,14,21,9,6,10,3
18,15,27,3,7,10,1
18,16,27,3,10,10,1
18,17,21,9,9,10,3
18,18,21,9,8,10,3
18,19,21,9,7,10,3
18,20,24,6,8,10,2
18,21,24,6,9,10,2
18,22,21,9,10,10,3
18,23,27,3,9,10,1
18,24,21,9,6,10,3
18,25,30,0,10,10,0
18,26,24,6,6,10,2
18,27,24,6,5,10,2
18,28,15,15,6,10,5
18,29,18,12,6,10,4
18,30,27,3,8,10,1
18,31,30,0,9,10,0
18,32,27,3,8,10,1
18,33,30,0,7,10,0
18,34,21,9,8,10,3
18,35,24,6,9,10,2
18,36,30,0,9,10,0
18,37,27,3,9,10,1
18,38,18,12,10,10,4
18,39,27,3,7,10,1
18,40,30,0,7,10,0
18,41,27,3,7,10,1
18,42,24,6,10,10,2
18,43,27,3,7,10,1
18,44,30,0,10,10,0
18,45,21,9,7,10,3
18,46,21,9,9,10,3
18,47,30,0,9,10,0
18,-1,69734,1478,1014,0,0,14040,3818,51564
19,0,12,18,9,10,6
19,1,18,12,9,10,4
19,2,24,6,7,10,2
19,3,27,3,8,10,1
19,4,27,3,6,10,1
19,5,27,3,6,10,1
19,6,21,9,8,10,3
19,7,15,15,8,10,5
19,8,27,3,8,10,1
19,9,24,6,7,10,2
19,10,18,12,7,10,4
19,11,18,12,3,10,4
19,12,18,12,6,10,4
19,13,12,18,2,10,6
19,14,21,9,6,10,3
19,15,21,9,7,10,3
19,16,24,6,7,10,2
19,17,18,12,8,10,4
19,18,18,12,9,10,4
19,19,21,9,6,10,3
19,20,21,9,7,10,3
19,21,15,15,9,10,5
19,22,12,18,8,10,6
19,23,24,6,7,10,2
19,24,24,6,6,10,2
19,25,27,3,8,10,1
19,26,18,12,4,10,4
19,27,24,6,6,10,2
19,28,12,18,4,10,6
19,29,15,15,5,10,5
19,30,24,6,8,10,2
19,31,18,12,5,10,4
19,32,27,3,9,10,1
19,33,15,15,6,10,5
19,34,18,12,8,10,4
19,35,24,6,8,10,2
19,36,21,9,6,10,3
19,37,21,9,9,10,3
19,38,21,9,9,10,3
19,39,21,9,6,10,3
19,40,24,6,7,10,2
19,41,27,3,9,10,1
19,42,18,12,9,10,4
19,43,27,3,8,10,1
19,44,21,9,6,10,3
19,45,30,0,8,10,0
19,46,24,6,8,10,2
19,47,27,3,8,10,1
19,-1,79769,1374,1100,0,0,22863,3757,52849
20,0,18,12,10,10,4
20,1,24,6,8,10,2
20,2,27,3,8,10,1
20,3,30,0,9,10,0
20,4,24,6,5,10,2
20,5,24,6,6,10,2
20,6,15,15,5,10,5
20,7,18,12,6,10,4
20,8,21,9,6,10,3
20,9,27,3,9,10,1
20,10,18,12,4,10,4
20,11,27,3,6,10,1
20,12,21,9,7,10,3
20,13,27,3,3,10,1
20,14,27,3,7,10,1
20,15,30,0,10,10,0
20,16,30,0,9,10,0
20,17,24,6,5,10,2
20,18,12,18,7,10,6
20,19,12,18,3,10,6
20,20,18,12,5,10,4
20,21,3,27,5,10,9
20,22,12,18,7,10,6
20,23,21,9,5,10,3
20,24,24,6,8,10,2
20,25,30,0,10,10,0
20,26,21,9,6,10,3
20,27,27,3,8,10,1
20,28,18,12,5,10,4
20,29,18,12,5,10,4
20,30,21,9,5,10,3
20,31,27,3,7,10,1
20,32,27,3,8,10,1
20,33,12,18,3,10,6
20,34,6,24,6,10,8
20,35,15,15,3,10,5
20,36,18,12,2,10,4
20,37,12,18,5,10,6
20,38,12,18,8,10,6
20,39,21,9,4,10,3
20,40,15,15,2,10,5
20,41,21,9,3,10,3
20,42,12,18,7,10,6
20,43,15,15,3,10,5
20,44,15,15,2,10,5
20,45,21,9,2,10,3
20,46,15,15,4,10,5
20,47,9,21,1,10,7
20,-1,64310,1481,1111,0,0,22768,3722,37522
21,0,15,15,0,10,5
21,1,18,12,1,10,4
21,2,15,15,3,10,5
21,3,30,0,6,10,0
21,4,27,3,4,10,1
21,5,30,0,3,10,0
21,6,21,9,2,10,3
21,7,12,18,1,10,6
21,8,15,15,5,10,5
21,9,27,3,8,10,1
21,10,15,15,4,10,5
21,11,24,6,7,10,2
21,12,27,3,6,10,1
21,13,12,18,4,10,6
21,14,24,6,4,10,2
21,15,27,3,7,10,1
21,16,30,0,9,10,0
21,17,21,9,5,10,3
21,18,12,18,0,10,6
21,19,18,12,5,10,4
21,20,21,9,1,10,3
21,21,9,21,0,10,7
21,22,15,15,0,10,5
21,23,18,12,1,10,4
21,24,15,15,4,10,5
21,25,21,9,5,10,3
21,26,21,9,5,10,3
21,27,30,0,9,10,0
21,28,21,9,3,10,3
21,29,24,6,6,10,2
21,30,27,3,4,10,1
21,31,30,0,7,10,0
21,32,30,0,6,10,0
21,33,18,12,3,10,4
21,34,12,18,0,10,6
21,35,21,9,3,10,3
21,36,15,15,2,10,5
21,37,12,18,0,10,6
21,38,18,12,0,10,4
21,39,27,3,5,10,1
21,40,27,3,4,10,1
21,41,27,3,4,10,1
21,42,15,15,0,10,5
21,43,27,3,4,10,1
21,44,18,12,0,10,4
21,45,21,9,1,10,3
21,46,18,12,0,10,4
21,47,12,18,0,10,6
21,-1,66980,1771,1171,0,0,18955,4277,43464
22,0,15,15,0,10,5
22,1,24,6,2,10,2
22,2,12,18,1,10,6
22,3,21,9,3,10,3
22,4,9,21,0,10,7
22,5,15,15,3,10,5
22,6,21,9,2,10,3
22,7,24,6,4,10,2
22,8,15,15,2,10,5
22,9,15,15,1,10,5
22,10,18,12,4,10,4
22,11,15,15,4,10,5
22,12,9,21,2,10,7
22,13,9,21,2,10,7
22,14,24,6,2,10,2
22,15,18,12,1,10,4
22,16,21,9,3,10,3
22,17,21,9,5,10,3
22,18,18,12,4,10,4
22,19,21,9,6,10,3
22,20,24,6,1,10,2
22,21,21,9,2,10,3
22,22,30,0,0,10,0
22,23,21,9,1,10,3
22,24,12,18,1,10,6
22,25,21,9,3,10,3
22,26,18,12,5,10,4
22,27,21,9,5,10,3
22,28,18,12,4,10,4
22,29,6,24,2,10,8
22,30,21,9,5,10,3
22,31,18,12,3,10,4
22,32,21,9,5,10,3
22,33,12,18,0,10,6
22,34,9,21,2,10,7
22,35,15,15,3,10,5
22,36,18,12,1,10,4
22,37,6,24,0,10,8
22,38,12,18,0,10,6
22,39,12,18,1,10,6
22,40,18,12,3,10,4
22,41,27,3,4,10,1
22,42,21,9,0,10,3
22,43,18,12,3,10,4
22,44,21,9,3,10,3
22,45,18,12,5,10,4
22,46,21,9,2,10,3
22,47,27,3,8,10,1
22,-1,79681,1247,1025,0,0,27277,3421,48641
23,0,18,12,4,10,4
23,1,18,12,4,10,4
23,2,6,24,1,10,8
23,3,15,15,2,10,5
23,4,6,24,2,10,8
23,5,9,21,0,10,7
23,6,6,24,1,10,8
23,7,15,15,1,10,5
23,8,21,9,2,10,3
23,9,9,21,0,10,7
23,10,18,12,1,10,4
23,11,12,18,1,10,6
23,12,15,15,1,10,5
23,13,18,12,1,10,4
23,14,18,12,1,10,4
23,15,9,21,1,10,7
23,16,15,15,0,10,5
23,17,6,24,0,10,8
23,18,21,9,3,10,3
23,19,21,9,3,10,3
23,20,9,21,0,10,7
23,21,3,27,1,10,9
23,22,12,18,0,10,6
23,23,9,21,1,10,7
23,24,15,15,1,10,5
23,25,12,18,0,10,6
23,26,21,9,3,10,3
23,27,12,18,0,10,6
23,28,12,18,1,10,6
23,29,18,12,2,10,4
23,30,12,18,2,10,6
23,31,6,24,1,10,8
23,32,6,24,1,10,8
23,33,9,21,1,10,7
23,34,15,15,1,10,5
23,35,15,15,2,10,5
23,36,6,24,0,10,8
23,37,3,27,1,10,9
23,38,18,12,3,10,4
23,39,18,12,3,10,4
23,40,15,15,1,10,5
23,41,9,21,1,10,7
23,42,15,15,1,10,5
23,43,12,18,0,10,6
23,44,6,24,1,10,8
23,45,3,27,0,10,9
23,46,9,21,1,10,7
23,47,12,18,2,10,6
23,-1,79228,1427,1128,0,0,33267,3732,41935
24,0,9,21,2,10,7
24,1,3,27,3,10,9
24,2,9,21,1,10,7
24,3,12,18,2,10,6
24,4,12,18,1,10,6
24,5,15,15,2,10,5
24,6,15,15,4,10,5
24,7,9,21,3,10,7
24,8,21,9,2,10,3
24,9,15,15,5,10,5
24,10,15,15,2,10,5
24,11,21,9,4,10,3
24,12,12,18,4,10,6
24,13,6,24,1,10,8
24,14,6,24,3,10,8
24,15,9,21,2,10,7
24,16,12,18,4,10,6
24,17,18,12,5,10,4
24,18,12,18,1,10,6
24,19,21,9,6,10,3
24,20,9,21,2,10,7
24,21,6,24,2,10,8
24,22,12,18,5,10,6
24,23,6,24,1,10,8
24,24,18,12,4,10,4
24,25,21,9,2,10,3
24,26,27,3,4,10,1
24,27,30,0,1,10,0
24,28,27,3,3,10,1
24,29,27,3,4,10,1
24,30,27,3,1,10,1
24,31,30,0,4,10,0
24,32,30,0,1,10,0
24,33,30,0,3,10,0
24,34,27,3,0,10,1
24,35,27,3,0,10,1
24,36,21,9,1,10,3
